canonical_model,manufacturer,source_url
18Z-1,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
19C-1,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
19C-1E,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
25Z-1,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
26C-1,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
35Z-1,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
36C-1,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
45Z-1,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
48Z-1,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
50Z-2,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
51R-1,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
55Z-1,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
56Z-2,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
60C-2,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
85Z-2,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
86C-2,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
90Z-2,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
100C-2,JCB,https://www.jcb.com/en-GB/products/machines/mini-excavators/
131X,JCB,https://www.jcb.com/en-GB/products/machines/tracked-excavators/
140X,JCB,https://www.jcb.com/en-GB/products/machines/tracked-excavators/
150X,JCB,https://www.jcb.com/en-GB/products/machines/tracked-excavators/
220X,JCB,https://www.jcb.com/en-GB/products/machines/tracked-excavators/
245XR,JCB,https://www.jcb.com/en-GB/products/machines/tracked-excavators/
370X,JCB,https://www.jcb.com/en-GB/products/machines/tracked-excavators/370x/
ZX17U-5A,Hitachi,https://www.hitachicm.com/global/en/products/
ZX19U-5A,Hitachi,https://www.hitachicm.com/global/en/products/
ZX26U-6,Hitachi,https://www.hitachicm.com/global/en/products/
ZX33U-6,Hitachi,https://www.hitachicm.com/global/en/products/
ZX55U-6,Hitachi,https://www.hitachicm.com/global/en/products/
ZX65USB-6,Hitachi,https://www.hitachicm.com/global/en/products/
ZX85USB-6,Hitachi,https://www.hitachicm.com/global/en/products/
ZX130-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX135US-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX180-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX210-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX225US-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX250-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX300-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX350-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX490-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX530-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX690-7,Hitachi,https://www.hitachicm.com/global/en/products/
ZX890-7,Hitachi,https://www.hitachicm.com/global/en/products/
XE15U,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE18U,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE20E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE27E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE35U,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE55U,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE60E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE75E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE80E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE135B,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE150E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE155UCR,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE180E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE210E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE215C,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE225DK,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE250E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE270E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE300U,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE335C,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE370E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE380DK,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE400E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE470E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE490DK,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE500E,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE550DK,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE690DK,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
XE750D,XCMG,https://www.xcmgglobal.com/upload/file/2024/05/14/b158bff9b82a42379a788c881df76e62.pdf
SK17SR,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK25SR,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK28SR,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK30SR,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK35SR,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK45SRX,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK55SRX,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK75SR,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK85MSR,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK130LC,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK140SRL,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK210LC,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK230SRLC,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK260LC,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK300LC,Kobelco,https://www.kobelcocm-global.com/products/excavators/
